"city","state","country","geographykey","customerkey","customername","commutedistance"
"Berlin","Hessen","Germany",123,13685,"Briana Torres","0-1 Miles"
"Dresden","Hessen","Germany",128,13686,"Peter Jai","0-1 Miles"
"Bury","England","United Kingdom",234,13687,"Mario Xie","0-1 Miles"
"Oxon","England","United Kingdom",264,13688,"Ruben S Sanchez","1-2 Miles"
"York","England","United Kingdom",277,13689,"Teresa Ramos","0-1 Miles"
"W. York","England","United Kingdom",270,13690,"Claudia Gao","1-2 Miles"
"Billericay","England","United Kingdom",231,13691,"Ariana J Bailey","1-2 Miles"
"Cambridge","England","United Kingdom",235,13692,"Curtis E Li","0-1 Miles"
"London","England","United Kingdom",245,13693,"Dominic L Gonzalez","1-2 Miles"
"Gateshead","England","United Kingdom",238,13694,"Savannah E Gray","2-5 Miles"
"Roubaix","Nord","France",189,13695,"Christian H Clark","2-5 Miles"
"Neunkirchen","Saarland","Germany",171,13696,"Katherine Edwards","1-2 Miles"
"Offenbach","Saarland","Germany",172,13697,"Jésus K Munoz","0-1 Miles"
"Kassel","Hessen","Germany",133,13698,"Catherine Sanchez","1-2 Miles"
"Milwaukie","Oregon","United States",545,13699,"Rachel Alexander","0-1 Miles"
"Daly City","California","United States",314,13700,"Evan S Howard","1-2 Miles"
"Newton","British Columbia","Canada",56,13701,"Haley Scott","0-1 Miles"
"Chula Vista","California","United States",307,13702,"Jessie D Suarez","1-2 Miles"
"Kirkland","Washington","United States",623,13703,"Mackenzie J Sanders","0-1 Miles"
"Walla Walla","Washington","United States",644,13704,"Victoria J Davis","1-2 Miles"
"Portland","Oregon","United States",547,13705,"Blake Mitchell","1-2 Miles"
"Cliffside","British Columbia","Canada",49,13706,"Kaitlyn S Peterson","1-2 Miles"
"Royal Oak","British Columbia","Canada",62,13707,"Austin Smith","0-1 Miles"
"Cliffside","British Columbia","Canada",49,13708,"Jennifer G Bennett","0-1 Miles"
"Langford","British Columbia","Canada",51,13709,"Zachary L Robinson","1-2 Miles"
"Oak Bay","British Columbia","Canada",59,13710,"Destiny M Harris","1-2 Miles"
"Royal Oak","British Columbia","Canada",62,13711,"Thomas J Mitchell","1-2 Miles"
"Beaverton","Oregon","United States",536,13712,"Nancy E Martinez","1-2 Miles"
"Sedro Woolley","Washington","United States",638,13713,"Alexander M Walker","1-2 Miles"
"Milwaukie","Oregon","United States",545,13714,"Amanda Ward","1-2 Miles"
"Chula Vista","California","United States",307,13715,"Eduardo Sanchez","1-2 Miles"
"Downey","California","United States",315,13716,"Brandon Jai","1-2 Miles"
"Beaverton","Oregon","United States",536,13717,"Audrey H Gill","1-2 Miles"
"Redmond","Washington","United States",634,13718,"Marcus Barnes","1-2 Miles"
"Langford","British Columbia","Canada",51,13719,"Isaac Carter","1-2 Miles"
"Sooke","British Columbia","Canada",66,13720,"Cameron R Johnson","1-2 Miles"
"Olympia","Washington","United States",631,13721,"Lucas A Howard","1-2 Miles"
"Puyallup","Washington","United States",633,13722,"Luke Campbell","1-2 Miles"
"Burbank","California","United States",301,13723,"Leonard D Raje","5-10 Miles"
"Mill Valley","California","United States",339,13724,"Charles J Thompson","0-1 Miles"
"San Gabriel","California","United States",361,13725,"Nathan Henderson","0-1 Miles"
"Torrance","California","United States",374,13726,"Austin C Lewis","0-1 Miles"
"Berkeley","California","United States",299,13727,"Paula A Rubio","1-2 Miles"
"Bellflower","California","United States",298,13728,"Taylor Stewart","0-1 Miles"
"Sedro Woolley","Washington","United States",638,13729,"Jason Li","0-1 Miles"
"Bellingham","Washington","United States",609,13730,"Walter E Suarez","0-1 Miles"
"Coronado","California","United States",312,13731,"Jan R James","0-1 Miles"
"N. Vancouver","British Columbia","Canada",54,13732,"Julian A Isla","1-2 Miles"
"Burien","Washington","United States",612,13733,"Sydney V Collins","0-1 Miles"
"Berkeley","California","United States",299,13734,"Kristi A Gonzalez","0-1 Miles"
"Bremerton","Washington","United States",611,13735,"Dennis Guo","0-1 Miles"
"Spring Valley","California","United States",372,13736,"Cole R Rivera","1-2 Miles"
"Bellflower","California","United States",298,13737,"Garrett Sanders","1-2 Miles"
"Los Angeles","California","United States",338,13738,"Jose Young","1-2 Miles"
"Renton","Washington","United States",635,13739,"Jason H Coleman","1-2 Miles"
"Walla Walla","Washington","United States",644,13740,"Jada Ramirez","1-2 Miles"
"Imperial Beach","California","United States",329,13741,"Haley A Morgan","0-1 Miles"
"Bremerton","Washington","United States",611,13742,"Benjamin Ross","1-2 Miles"
"Oak Bay","British Columbia","Canada",59,13743,"Isabella Anderson","1-2 Miles"
"Bremerton","Washington","United States",611,13744,"Alvin C Andersen","1-2 Miles"
"Milwaukie","Oregon","United States",545,13745,"Andrew J Robinson","1-2 Miles"
"Berkeley","California","United States",299,13746,"Janelle E Madan","1-2 Miles"
"Kirkland","Washington","United States",623,13747,"Brian J Torres","1-2 Miles"
"Renton","Washington","United States",635,13748,"José A Martinez","1-2 Miles"
"Burlingame","California","United States",302,13749,"Julio C Alonso","1-2 Miles"
"Bremerton","Washington","United States",611,13750,"Raymond A Sai","0-1 Miles"
"Vancouver","British Columbia","Canada",68,13751,"Allison M Rivera","0-1 Miles"
"La Jolla","California","United States",331,13752,"Isabella L Parker","0-1 Miles"
"Redwood City","California","United States",355,13753,"Rebecca Nicholls","0-1 Miles"
"Ballard","Washington","United States",607,13754,"Paige Peterson","1-2 Miles"
"Beaverton","Oregon","United States",536,13755,"Luke J Roberts","1-2 Miles"
"Sooke","British Columbia","Canada",66,13756,"Kaylee S Young","1-2 Miles"
"Issaquah","Washington","United States",618,13757,"Jordyn N Griffin","0-1 Miles"
"Langford","British Columbia","Canada",51,13758,"Alexandria A Bell","1-2 Miles"
"El Cajon","California","United States",316,13759,"Jackson Scott","1-2 Miles"
"Langley","British Columbia","Canada",52,13760,"Brian L Cooper","0-1 Miles"
"Oregon City","Oregon","United States",546,13761,"Logan H Powell","1-2 Miles"
"Royal Oak","British Columbia","Canada",62,13762,"Gavin Long","1-2 Miles"
"Yakima","Washington","United States",648,13763,"Stephanie D Richardson","1-2 Miles"
"Dunkerque","Nord","France",186,13764,"Stephanie J Parker","2-5 Miles"
"London","England","United Kingdom",254,13765,"Jaime Shen","1-2 Miles"
"Paris","Seine (Paris)","France",194,13766,"Joe Gill","2-5 Miles"
"München","Hamburg","Germany",150,13767,"Linda Jimenez","1-2 Miles"
"Courbevoie","Hauts de Seine","France",216,13768,"Ross B Munoz","0-1 Miles"
"Lieusaint","Seine et Marne","France",205,13769,"Brendan Kumar","0-1 Miles"
"Frankfurt","Hessen","Germany",131,13770,"Gerald A Moreno","0-1 Miles"
"Hamburg","Hamburg","Germany",147,13771,"Victor L Moreno","0-1 Miles"
"Peterborough","England","United Kingdom",265,13772,"Michele K Perez","0-1 Miles"
"Dunkerque","Nord","France",186,13773,"Dana L Blanco","0-1 Miles"
"Hamburg","Hessen","Germany",132,13774,"Steve L Guo","0-1 Miles"
"Hannover","Nordrhein-Westfalen","Germany",157,13775,"Patricia Subram","0-1 Miles"
"Billericay","England","United Kingdom",231,13776,"Miguel Carter","2-5 Miles"
"London","England","United Kingdom",254,13777,"Manuel C Perez","2-5 Miles"
"Braunschweig","Nordrhein-Westfalen","Germany",156,13778,"Roger L Huang","2-5 Miles"
"Paris","Seine (Paris)","France",202,13779,"Manuel Garcia","0-1 Miles"
"Colombes","Hauts de Seine","France",215,13780,"Monica Perez","2-5 Miles"
"Paris","Seine (Paris)","France",194,13781,"Dominique Patel","0-1 Miles"
"Essen","Hamburg","Germany",144,13782,"Kelli L Lu","0-1 Miles"
"Peterborough","England","United Kingdom",265,13783,"Logan M Wright","0-1 Miles"
"Warrington","England","United Kingdom",271,13784,"Spencer Griffin","0-1 Miles"
"London","England","United Kingdom",254,13785,"Clayton She","1-2 Miles"
"Kassel","Hessen","Germany",133,13786,"Jon Chavez","1-2 Miles"
"Grevenbroich","Bayern","Germany",119,13787,"Glenn Cai","2-5 Miles"
"Birmingham","England","United Kingdom",232,13788,"Kari Fernandez","2-5 Miles"
"Saarbrücken","Saarland","Germany",174,13789,"Julie M Shan","0-1 Miles"
"Münster","Saarland","Germany",170,13790,"Nina O Deng","0-1 Miles"
"Milton Keynes","England","United Kingdom",259,13791,"Audrey Martin","0-1 Miles"
"York","England","United Kingdom",279,13792,"Charles Taylor","0-1 Miles"
"Roubaix","Nord","France",189,13793,"Jason Gonzales","0-1 Miles"
"Woolston","England","United Kingdom",276,13794,"Mallory J Martin","0-1 Miles"
"Frankfurt am Main","Hamburg","Germany",146,13795,"Carl J Raje","0-1 Miles"
"Duesseldorf","Hessen","Germany",130,13796,"Martha L Zheng","0-1 Miles"
"Kiel","Saarland","Germany",168,13797,"Franklin R Gao","0-1 Miles"
"West Sussex","England","United Kingdom",274,13798,"Tammy C Randall","0-1 Miles"
"Chatou","Yveline","France",207,13799,"Bryan E Bailey","0-1 Miles"
"Lille","Nord","France",187,13800,"Logan Li","0-1 Miles"
"Chatou","Yveline","France",207,13801,"Colleen L Andersen","0-1 Miles"
"Dunkerque","Nord","France",186,13802,"Tina Subram","1-2 Miles"
"Saarlouis","Saarland","Germany",175,13803,"Krystal Zheng","0-1 Miles"
"Birmingham","England","United Kingdom",232,13804,"Dawn A Luo","0-1 Miles"
"Runcorn","England","United Kingdom",267,13805,"Gabriel J Hernandez","0-1 Miles"
"Orly","Val de Marne","France",225,13806,"Bryant C Mehta","0-1 Miles"
"Duesseldorf","Hessen","Germany",130,13807,"Frederick J Rana","0-1 Miles"
"Erlangen","Bayern","Germany",117,13808,"Richard L Perez","0-1 Miles"
"Milton Keynes","England","United Kingdom",259,13809,"Lisa L Zhou","0-1 Miles"
"Watford","England","United Kingdom",273,13810,"Vanessa Barnes","0-1 Miles"
"Bobigny","Seine Saint Denis","France",220,13811,"Sandra Chen","0-1 Miles"
"Orleans","Loiret","France",183,13812,"Joanna Munoz","0-1 Miles"
"Tremblay-en-France","Seine Saint Denis","France",224,13813,"Kristen Sun","0-1 Miles"
"Bury","England","United Kingdom",234,13814,"Sarah R Walker","0-1 Miles"
"London","England","United Kingdom",245,13815,"Lacey Lin","0-1 Miles"
"Peterborough","England","United Kingdom",265,13816,"Marissa Henderson","0-1 Miles"
"Colombes","Hauts de Seine","France",215,13817,"Jenny Huang","0-1 Miles"
"Drancy","Seine Saint Denis","France",221,13818,"Dawn Chander","2-5 Miles"
"Les Ulis","Essonne","France",211,13819,"Max K Gill","2-5 Miles"
"London","England","United Kingdom",257,13820,"Danny Alvarez","0-1 Miles"
"Woolston","England","United Kingdom",276,13821,"Allen O Lopez","0-1 Miles"
"Erlangen","Bayern","Germany",117,13822,"Jay Moyer","0-1 Miles"
"Verrieres Le Buisson","Essonne","France",213,13823,"Margaret D Zheng","0-1 Miles"
"Werne","Nordrhein-Westfalen","Germany",162,13824,"Destiny C Wood","0-1 Miles"
"Lille","Nord","France",187,13825,"Kelvin E Ma","0-1 Miles"
"Darmstadt","Hessen","Germany",127,13826,"Candice He","0-1 Miles"
"Frankfurt","Hessen","Germany",131,13827,"Nathan L Harris","0-1 Miles"
"Frankfurt am Main","Saarland","Germany",167,13828,"Jessie R Travers","2-5 Miles"
"Grevenbroich","Bayern","Germany",119,13829,"Randall T Carlson","0-1 Miles"
"Esher-Molesey","England","United Kingdom",237,13830,"Andrea Cox","2-5 Miles"
"Morangis","Essonne","France",212,13831,"Eddie A Alvarez","2-5 Miles"
"Courbevoie","Hauts de Seine","France",216,13832,"Priscilla R Raji","5-10 Miles"
"Drancy","Seine Saint Denis","France",221,13833,"Noah C Lewis","1-2 Miles"
"Morangis","Essonne","France",212,13834,"Naomi Suarez","5-10 Miles"
"Paris","Seine (Paris)","France",196,13835,"Hailey Brooks","1-2 Miles"
"Hof","Bayern","Germany",120,13836,"Dominic C Sara","0-1 Miles"
"Hof","Bayern","Germany",120,13837,"Alyssa Lee","2-5 Miles"
"Oxford","England","United Kingdom",263,13838,"Jill Rubio","2-5 Miles"
"Roissy en Brie","Seine et Marne","France",206,13839,"Manuel Madan","0-1 Miles"
"Boulogne-sur-Mer","Pas de Calais","France",191,13840,"Tommy Pal","0-1 Miles"
"York","England","United Kingdom",278,13841,"Clayton Kumar","1-2 Miles"
"Braunschweig","Nordrhein-Westfalen","Germany",156,13842,"Kenneth J Xie","0-1 Miles"
"Saint Germain en Laye","Yveline","France",208,13843,"Warren E Xie","0-1 Miles"
"Paderborn","Hamburg","Germany",151,13844,"Phillip H Mehta","2-5 Miles"
"Kirkby","England","United Kingdom",241,13845,"Shawn C Nara","1-2 Miles"
"Newcastle upon Tyne","England","United Kingdom",261,13846,"Lisa R Zheng","0-1 Miles"
"Oxford","England","United Kingdom",263,13847,"Kurt G Tang","1-2 Miles"
"W. Linn","Oregon","United States",552,13848,"Melissa W Blue","0-1 Miles"
"Beaverton","Oregon","United States",536,13849,"Preston Rodriguez","1-2 Miles"
"Beverly Hills","California","United States",300,13850,"Anthony Thompson","1-2 Miles"
"Port Hammond","British Columbia","Canada",60,13851,"Seth Moore","1-2 Miles"
"N. Vancouver","British Columbia","Canada",54,13852,"Ian D Robinson","1-2 Miles"
"Newton","British Columbia","Canada",56,13853,"Connor R Zhang","1-2 Miles"
"Chula Vista","California","United States",307,13854,"Kyle Parker","0-1 Miles"
"Colma","California","United States",310,13855,"Sarah C Washington","0-1 Miles"
"Lincoln Acres","California","United States",336,13856,"Ian Scott","10+ Miles"
"Woodburn","Oregon","United States",553,13857,"Victoria A Thompson","0-1 Miles"
"San Diego","California","United States",359,13858,"Melanie M Richardson","1-2 Miles"
"Burlingame","California","United States",302,13859,"Kristin Deng","0-1 Miles"
"Haney","British Columbia","Canada",50,13860,"Olivia S Watson","1-2 Miles"
"Renton","Washington","United States",635,13861,"Hailey L Rogers","0-1 Miles"
"Bellflower","California","United States",298,13862,"Andrew M Walker","2-5 Miles"
"Berkeley","California","United States",299,13863,"Kevin L Long","2-5 Miles"
"Berkeley","California","United States",299,13864,"Robin H Torres","0-1 Miles"
"Novato","California","United States",347,13865,"Mariah Foster","2-5 Miles"
"San Diego","California","United States",359,13866,"Mya Butler","0-1 Miles"
"Lynnwood","Washington","United States",626,13867,"Luke Griffin","0-1 Miles"
"Salem","Oregon","United States",548,13868,"Shelby Morris","2-5 Miles"
"Burlingame","California","United States",302,13869,"Anna E Morgan","2-5 Miles"
"Lebanon","Oregon","United States",543,13870,"Jonathan P Clark","0-1 Miles"
"Palo Alto","California","United States",352,13871,"Sarah Gonzales","2-5 Miles"
"Marysville","Washington","United States",627,13872,"Alyssa H Henderson","0-1 Miles"
"Concord","California","United States",311,13873,"Russell L Jai","0-1 Miles"
"Grossmont","California","United States",326,13874,"Alyssa Bryant","0-1 Miles"
"El Cajon","California","United States",316,13875,"Samantha C Williams","2-5 Miles"
"Chula Vista","California","United States",307,13876,"Sebastian R Murphy","2-5 Miles"
"Lakewood","California","United States",334,13877,"Adam Lal","0-1 Miles"
"Oak Bay","British Columbia","Canada",59,13878,"Sebastian B Gray","2-5 Miles"
"Bellflower","California","United States",298,13879,"Derrick Hernandez","0-1 Miles"
"Burien","Washington","United States",612,13880,"Marshall Kumar","2-5 Miles"
"Yakima","Washington","United States",648,13881,"Jasmine T Wood","2-5 Miles"
"Imperial Beach","California","United States",329,13882,"Mariah Russell","2-5 Miles"
"Long Beach","California","United States",337,13883,"Brandon Lal","2-5 Miles"
"Bellingham","Washington","United States",609,13884,"Jada Rogers","2-5 Miles"
"Tacoma","Washington","United States",642,13885,"Brian S Howard","2-5 Miles"
"Colma","California","United States",310,13886,"Rachel M Taylor","2-5 Miles"
"Spring Valley","California","United States",372,13887,"Nathan K Scott","0-1 Miles"
"Everett","Washington","United States",616,13888,"Ian Brown","2-5 Miles"
"Lebanon","Oregon","United States",543,13889,"Robert C Martin","2-5 Miles"
"Beaverton","Oregon","United States",536,13890,"Jennifer W Carter","2-5 Miles"
"Lakewood","California","United States",334,13891,"Aaron Simmons","0-1 Miles"
"Milwaukie","Oregon","United States",545,13892,"Spencer J Diaz","2-5 Miles"
"Beaverton","Oregon","United States",536,13893,"Dalton I Carter","2-5 Miles"
"Bremerton","Washington","United States",611,13894,"Robyn I Ruiz","0-1 Miles"
"Bremerton","Washington","United States",611,13895,"Isabella Brooks","2-5 Miles"
"Burien","Washington","United States",612,13896,"Hailey Mitchell","2-5 Miles"
"Burien","Washington","United States",612,13897,"Carol K Washington","2-5 Miles"
"Corvallis","Oregon","United States",539,13898,"Richard Baker","2-5 Miles"
"Olympia","Washington","United States",631,13899,"Cameron M Jones","2-5 Miles"
"Olympia","Washington","United States",631,13900,"Isaac Campbell","0-1 Miles"
"W. Linn","Oregon","United States",552,13901,"Oscar L Foster","0-1 Miles"
"Concord","California","United States",311,13902,"Jeremiah Simmons","10+ Miles"
"El Cajon","California","United States",316,13903,"Elijah Hernandez","0-1 Miles"
